Configuration,Term,J,g,Prefix,Level (cm-1),Suffix,Uncertainty (cm-1),Lande,Leading percentages,Reference
6s2.6p.(2P*<1/2>).7d,2[5/2]*,3,7,,52412.325,,0.002,,         or  :        6s2.6p.7d  3F*  ,L50
6s2.6p.(2P*<1/2>).7d,2[3/2]*,2,5,,52311.315,,0.002,,         or  :        6s2.6p.7d  3D*  ,L50
6s2.6p.(2P*<1/2>).7d,2[3/2]*,1,3,,52499.6391,,0.0010,,         or  :        6s2.6p.7d  3D*  ,L50
6s2.6p.(2P*<1/2>).5f,2[5/2],3,7,,52841.82,,0.05,,         or  :        6s2.6p.5f  1F   ,L50
6s2.6p.(2P*<1/2>).5f,2[5/2],2,5,,52849.7991,,0.0013,,         or  :        6s2.6p.5f  3F   ,L50
6s2.6p.(2P*<1/2>).5f,2[7/2],3,7,,52851.13,,0.03,,         or  :        6s2.6p.5f  3F   ,L50
6s2.6p.(2P*<1/2>).5f,2[7/2],4,9,,52856.50,,0.04,,         or  :        6s2.6p.5f  3F   ,L50
6s2.6p.9s,"(1/2,1/2)*",0,1,,53475.374,,0.002,0,         or  :                   3P*  ,L50
6s2.6p.9s,"(1/2,1/2)*",1,3,,53511.1485,,0.0014,,         or  :                   3P*  ,L50
6s2.6p.9p,"(1/2,1/2)",1,3,,54653.72,,0.04,,         or  :                   1P   ,L50
6s2.6p.9p,"(1/2,1/2)",0,1,,54861.806,,0.003,0,         or  :                   3P   ,L50
6s2.6p.9p,"(1/2,3/2)",1,3,,54928.0835,,0.0016,,         or  :                   3P   ,L50
6s2.6p.9p,"(1/2,3/2)",2,5,,54930.1086,,0.0010,,         or  :                   3P   ,L50
6s2.6p.(2P*<1/2>).8d,2[5/2]*,2,5,,55003.2890,,0.0017,,         or  :        6s2.6p.8d  3F*  ,L50
6s2.6p.(2P*<1/2>).8d,2[5/2]*,3,7,,55143.1396,,0.0016,,         or  :        6s2.6p.8d  3F*  ,L50
6s2.6p.(2P*<1/2>).8d,2[3/2]*,2,5,,55084.1385,,0.0013,,         or  :        6s2.6p.8d  3D*  ,L50
6s2.6p.(2P*<1/2>).8d,2[3/2]*,1,3,,55158.1755,,0.0010,,         or  :        6s2.6p.8d  3D*  ,L50
6s2.6p.(2P*<1/2>).6f,2[5/2],3,7,,55352.190,,0.006,,         or  :        6s2.6p.6f  1F   ,L50
6s2.6p.(2P*<1/2>).6f,2[5/2],1,3,,55360.077,,0.005,,                                      ,L50
6s2.6p.(2P*<1/2>).6f,2[7/2],2,5,,55364.122,,0.004,,                                      ,L50
6s2.6p.(2P*<1/2>).6f,2[7/2],4,9,,55368.421,,0.006,,                                      ,L50
6s2.6p.(2P*<1/2>).5g,2[7/2]*,3,7,,55416.45,,0.02,,                                      ,L50
6s2.6p.(2P*<1/2>).5g,2[9/2]*,"4,5",20,,55417.30,,0.04,,                                      ,L50
6s2.6p.10s,"(1/2,1/2)*",0,1,,55706.171,,0.003,0,         or  :                   3P*  ,L50
6s2.6p.10s,"(1/2,1/2)*",1,3,,55720.4336,,0.0017,,         or  :                   3P*  ,L50
6s2.6p.10p,"(1/2,1/2)",1,3,,56338.932,,0.008,,                                      ,L50
6s2.6p.10p,"(1/2,1/2)",0,1,,56451.030,,0.004,0,                                      ,L50
6s2.6p.10p,"(1/2,3/2)",2,5,,56467.714,,0.003,,                                      ,L50
6s2.6p.10p,"(1/2,3/2)",2,5,,56475.141,,0.002,,                                      ,L50
6s2.6p.(2P*<1/2>).9d,2[5/2]*,2,5,,56526.4925,,0.0013,,         or  :        6s2.6p.9d  3F*  ,L50
6s2.6p.(2P*<1/2>).9d,2[5/2]*,3,7,,56600.673,,0.003,,         or  :        6s2.6p.9d  3F*  ,L50
6s2.6p.(2P*<1/2>).9d,2[3/2]*,2,5,,56563.195,,0.003,,         or  :        6s2.6p.9d  3D*  ,L50
6s2.6p.(2P*<1/2>).9d,2[3/2]*,1,3,,56604.735,,0.002,,         or  :        6s2.6p.9d  3D*  ,L50
6s2.6p.(2P*<1/2>).7f,2[5/2],3,7,,56713.952,,0.004,,                                      ,L50
6s2.6p.(2P*<1/2>).7f,2[5/2],2,5,,56719.794,,0.008,,                                      ,L50
6s2.6p.(2P*<1/2>).7f,2[7/2],3,7,,56730.002,,0.007,,         or  :        6s2.6p.7f  1F   ,L50
6s2.6p.(2P*<1/2>).7f,2[7/2],4,9,,56733.018,,0.008,,         or  :        6s2.6p.7f  3F   ,L50
6s2.6p.(2P*<1/2>).6g,2[7/2]*,3,7,,56762.04,,0.08,,                                      ,L50
6s2.6p.11s,"(1/2,1/2)*",0,1,,56935.315,,0.016,0,         or  :                   3P*  ,L50
6s2.6p.11s,"(1/2,1/2)*",1,3,,56942.128,,0.006,,         or  :                   3P*  ,L50
6s2.6p.7p,"(3/2,1/2)",1,3,,57009.9409,,0.0011,,                                      ,L50
6s2.6p.7p,"(3/2,1/2)",2,5,,57598.573,,0.009,,                                      ,L50
6s2.6p.11p,"(1/2,3/2)",2,5,,57260.668,,0.005,,                                      ,L50
6s2.6p.11p,"(1/2,3/2)",1,3,,57429.700,,0.007,,                                      ,L50
6s2.6p.11p,"(1/2,1/2)",1,3,,57317.841,,0.009,,                                      ,L50
6s2.6p.11p,"(1/2,1/2)",0,1,,57380.876,,0.010,0,                                      ,L50
6s2.6p.(2P*<1/2>).10d,2[5/2]*,2,5,,57423.972,,0.007,,         or  :        6s2.6p.10d 3F*  ,L50
6s2.6p.(2P*<1/2>).10d,2[5/2]*,3,7,,57469.339,,0.002,,         or  :        6s2.6p.10d 3F*  ,L50
6s2.6p.(2P*<1/2>).10d,2[3/2]*,2,5,,57444.470,,0.010,,         or  :        6s2.6p.10d 3D*  ,L50
6s2.6p.(2P*<1/2>).10d,2[3/2]*,1,3,,57471.129,,0.006,,         or  :        6s2.6p.10d 3D*  ,L50
6s2.6p.(2P*<1/2>).8f,2[5/2],2,5,,57497.795,,0.006,,                                      ,L50
6s2.6p.(2P*<1/2>).8f,2[5/2],3,7,,57521.883,,0.002,,                                      ,L50
6s2.6p.(2P*<1/2>).8f,2[7/2],3,7,,57552.820,,0.005,,         or  :        6s2.6p.8f  1F   ,L50
6s2.6p.(2P*<1/2>).8f,2[7/2],4,9,,57554.934,,0.007,,         or  :        6s2.6p.8f  3F   ,L50
6s2.6p.(2P*<1/2>).7g,2[7/2]*,3,7,,57573.46,,0.05,,                                      ,L50
6s2.6p.12s,"(1/2,1/2)*",0,1,,57685.039,,0.009,0,         or  :                   3P*  ,L50
6s2.6p.12s,"(1/2,1/2)*",1,3,,57688.597,,0.006,,         or  :                   3P*  ,L50
6s2.6p.12p,"(1/2,1/2)",1,3,,57916.086,,0.006,,                                      ,L50
6s2.6p.12p,"(1/2,1/2)",0,1,,57972.23,,0.03,0,                                      ,L50
6s2.6p.(2P*<1/2>).11d,2[5/2]*,2,5,,57995.896,,0.006,,         or  :        6s2.6p.11d 3F*  ,L50
6s2.6p.(2P*<1/2>).11d,2[5/2]*,3,7,,58028.495,,0.006,,         or  :        6s2.6p.11d 3F*  ,L50
6s2.6p.12p,"(1/2,3/2)",1,3,,57997.824,,0.010,,                                      ,L50
6s2.6p.12p,"(1/2,3/2)",2,5,,58013.016,,0.008,,                                      ,L50
6s2.6p.(2P*<1/2>).11d,2[3/2]*,2,5,,58012.046,,0.008,,         or  :        6s2.6p.11d 3D*  ,L50
6s2.6p.(2P*<1/2>).11d,2[3/2]*,1,3,,58029.899,,0.014,,         or  :        6s2.6p.11d 3D*  ,L50
6s2.6p.(2P*<1/2>).9f,2[7/2],3,7,,58086.02,,0.04,,         or  :        6s2.6p.9f  1F   ,L50
6s2.6p.(2P*<1/2>).9f,2[7/2],4,9,,58087.627,,0.006,,         or  :        6s2.6p.9f  3F   ,L50
6s2.6p.(2P*<1/2>).8g,2[7/2]*,3,7,,58100.1,,0.3,,                                      ,L50
6s2.6p.7p,"(3/2,3/2)",3,7,,58132.061,,0.008,,                                      ,L50
6s2.6p.7p,"(3/2,3/2)",1,3,,58327.059,,0.007,,                                      ,L50
6s2.6p.7p,"(3/2,3/2)",2,5,,58974.808,,0.007,,                                      ,L50
6s2.6p.13s,"(1/2,1/2)*",0,1,,58176.06,,0.04,0,                                      ,L50
6s2.6p.13s,"(1/2,1/2)*",1,3,,58178.020,,0.007,,         or  :                   3P*  ,L50
6s2.6p.(2P*<1/2>).13p,"(1/2,3/2)",2,5,,58368.912,,0.007,,                                      ,L50
6s2.6p.(2P*<1/2>).13p,"(1/2,3/2)",1,3,,58407.769,,0.014,,                                      ,L50
6s2.6p.(2P*<1/2>).12d,2[5/2]*,2,5,,58378.513,,0.010,,         or  :        6s2.6p.12d 3F*  ,L50
6s2.6p.(2P*<1/2>).12d,2[5/2]*,3,7,,58409.32,,0.03,,         or  :        6s2.6p.12d 3F*  ,L50
6s2.6p.(2P*<1/2>).12d,2[3/2]*,2,5,,58398.74,,0.02,,         or  :        6s2.6p.12d 3D*  ,L50
6s2.6p.(2P*<1/2>).12d,2[3/2]*,1,3,,58411.13,,0.06,,         or  :        6s2.6p.12d 3D*  ,L50
6s2.6p.(2P*<1/2>).10f,2[7/2],3,7,,58451.330,,0.009,,         or  :        6s2.6p.10f 1F   ,L50
6s2.6p.(2P*<1/2>).10f,2[7/2],4,9,,58452.353,,0.012,,         or  :        6s2.6p.10f 3F   ,L50
6s2.6p.(2P*<1/2>).9g,2[7/2]*,3,7,,58461.3,,0.3,,                                      ,L50
6s2.6p.14s,"(1/2,1/2)*",1,3,,58516.26,,0.05,,         or  :                   3P*  ,L50
6s2.6p.(2P*<3/2>).6d,2[5/2]*,2,5,,58517.607,,0.002,,                                      ,L50
6s2.6p.(2P*<3/2>).6d,2[5/2]*,3,7,,59186.62,,0.04,,                                      ,L50
6s2.6p.(2P*<1/2>).13d,2[5/2]*,2,5,,58666.69,,0.08,,         or  :        6s2.6p.13d 3D*  ,L50
6s2.6p.(2P*<1/2>).13d,2[5/2]*,3,7,,58680.17,,0.02,,                                      ,L50
6s2.6p.(2P*<1/2>).13d,2[3/2]*,1,3,,58682.15,,0.03,,         or  :        6s2.6p.13d 3D*  ,L50
6s2.6p.(2P*<1/2>).11f,2[7/2],3,7,,58712.114,,0.011,,         or  :        6s2.6p.11f 1F   ,L50
6s2.6p.(2P*<1/2>).11f,2[7/2],4,9,,58713.06,,0.03,,         or  :        6s2.6p.11f 3F   ,L50
6s2.6p.(2P*<1/2>).10g,2[7/2]*,3,7,,58719.5,,0.4,,                                      ,L50
6s2.6p.15s,"(1/2,1/2)*",1,3,,58761.0,,1.5,,         or  :                   3P*  ,L3466
6s2.6p.(2P*<1/2>).14d,2[5/2]*,3,7,,58879.21,,0.11,,                                      ,L50
6s2.6p.(2P*<1/2>).14d,2[3/2]*,1,3,,58882.4,,1.5,,         or  :        6s2.6p.14d 3D*  ,L3466
6s2.6p.16s,"(1/2,1/2)*",1,3,,58941.8,,1.5,,         or  :                   3P*  ,L3466
6s2.6p.(2P*<1/2>).15d,2[3/2]*,1,3,,59034.3,,1.5,,         or  :        6s2.6p.15d 3D*  ,L3466
6s2.6p.17s,"(1/2,1/2)*",1,3,,59080.4,,1.5,,         or  :                   3P*  ,L3466
6s2.6p.(2P*<1/2>).16d,2[3/2]*,1,3,,59151.3,,1.5,,         or  :                   3D*  ,L3466
6s2.6p.(2P*<1/2>).17d,2[3/2]*,1,3,,59244.9,,1.5,,         or  :                   3D*  ,L3466
6s2.6p.(2P*<1/2>).18d,2[3/2]*,1,3,,59320.4,,1.5,,         or  :                   3D*  ,L3466
6s2.6p.(2P*<1/2>).19d,2[3/2]*,1,3,,59382.1,,1.5,,         or  :                   3D*  ,L3466
6s2.6p.(2P*<3/2>).6d,2[3/2]*,1,3,,59427.0,?,1.5,,         or  :                   3P*  ,L3466
6s2.6p.(2P*<1/2>).20d,2[3/2]*,1,3,,59432.5,,1.5,,         or  :                   3D*  ,L3466
Pb II (6p 2P*<1/2>),Limit,---,,,59819.558,,0.005,,                                      ,L11569
6s2.6p.8s,"(3/2,1/2)*",2,5,,62620.9,,1.5,,         or  :                   3P*  ,L3466
6s2.6p.8p,"(3/2,3/2)",3,7,,65751.51,,0.3,,         or  :                   3D   ,L3466
6s2.6p.(2P*<3/2>).7d,2[3/2]*,1,3,,65871.3,?,1.5,,         or  :                   3P*  ,L3466
6s2.6p.(2P*<3/2>).7d,2[5/2]*,3,7,,66035.1,,1.5,,         or  :                   3D*  ,L3466
6s2.6p.9s,"(3/2,1/2)*",2,5,,67481.6,,1.5,,         or  :                   3P*  ,L3466
6s2.6p.(2P*<3/2>).8d,2[3/2]*,1,3,,68925.5,?,1.5,,         or  :                   3P*  ,L3466
6s2.6p.(2P*<3/2>).8d,2[5/2]*,3,7,,69749.8,,1.5,,         or  :                   3D*  ,L3466
Pb II (6p 2P*<3/2>),Limit,---,,,73900.632,,0.007,,                                      ,L11569
