obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,wn(cm-1),intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Unnamed: 21
109.6603,0.0002,109.660712,0.000004,91190.69,17000,1.5e+08,D+,384.7872,91575.149,3d6.(5D).4s,a 6D,7/2,3d6.(5D).5p,w 6P*,5/2,8,6,,T6892c83,L18349c140,
109.6783,0.0002,109.678223,0.000004,91175.76,14000,8.e+07,D+,667.6829,91843.485,3d6.(5D).4s,a 6D,5/2,3d6.(5D).5p,w 6P*,3/2,6,4,,T6892c83,L18349c140,
109.6871,0.0005,109.687687,0.000004,91168.4,40000,2.3e+08,D+,0.0000,91167.936,3d6.(5D).4s,a 6D,9/2,3d6.(5D).5p,w 6P*,7/2,10,8,,T6892c83,L18349c144,
109.7019,0.0002,109.701911,0.000005,91156.12,16000,3.0e+07,D,862.6118,92018.727,3d6.(5D).4s,a 6D,3/2,3d5.(4D).4s.4p.(3P*),6F*,5/2,4,6,,T6892c83,L18349c140,
109.7083,0.0002,109.709029,0.000005,91150.78,900,,,2837.9807,93988.181,3d7,a 4F,5/2,3d5.(4G).4s.4p.(3P*),w 4G*,5/2,6,6,,,L18349c140,
109.7786,0.0002,109.778498,0.000005,91092.47,11000,,,21251.5833,112344.103,3d6.(3H).4s,a 4H,13/2,3d5.(4F).4s.4p.(3P*),4G*,11/2,14,12,,,L18349c140,
109.8210,0.0002,109.820698,0.000005,91057.25,10000,1.4e+07,D,2430.1369,93487.653,3d7,a 4F,7/2,3d6.(3F1).4p,u 4F*,7/2,8,8,,T6892c83,L18349c140,
109.8254,0.0002,109.826196,0.000005,91053.59,17000,7.0e+07,D+,862.6118,91915.570,3d6.(5D).4s,a 6D,3/2,3d5.(4D).4s.4p.(3P*),6F*,3/2,4,4,,T6892c83,L18349c140,
109.9046,0.0002,109.904636,0.000005,90987.99,4000,,,862.6118,91850.584,3d6.(5D).4s,a 6D,3/2,3d5.(4D).4s.4p.(3P*),6F*,1/2,4,2,,,L18349c140,
109.9132,0.0002,109.913212,0.000005,90980.86,17000,7.3e+07,D+,862.6118,91843.485,3d6.(5D).4s,a 6D,3/2,3d6.(5D).5p,w 6P*,3/2,4,4,,T6892c83,L18349c140,
109.9320,0.0002,109.93207,0.00004,90965.33,1500,1.2e+07,D,2430.1369,93395.407,3d7,a 4F,7/2,3d6.(3F1).4p,u 4F*,5/2,8,6,,T6892c83,L18349c140,
109.9641,0.0002,109.964307,0.000005,90938.78,6000bl(Fe II)*,,,20805.7632,111744.362,3d7,a 2H,9/2,3d6.(3F2).5p,2G*,7/2,10,8,,,L18349c140,
109.9641,0.0002,109.964402,0.000005,90938.78,6000bl(Fe II)*,1.5e+07,D,977.0498,91915.570,3d6.(5D).4s,a 6D,1/2,3d5.(4D).4s.4p.(3P*),6F*,3/2,2,4,,T6892c83,L18349c140,
109.9944,0.0002,109.994367,0.000005,90913.71,10000,,,21430.3564,112344.103,3d6.(3H).4s,a 4H,11/2,3d5.(4F).4s.4p.(3P*),4G*,11/2,12,12,,,L18349c140,
110.0017,0.0002,110.001966,0.000005,90907.69,16000,7.4e+07,D+,667.6829,91575.149,3d6.(5D).4s,a 6D,5/2,3d6.(5D).5p,w 6P*,5/2,6,6,,T6892c83,L18349c140,
110.0430,0.0002,110.043040,0.000005,90873.54,14000,7.e+07,D,977.0498,91850.584,3d6.(5D).4s,a 6D,1/2,3d5.(4D).4s.4p.(3P*),6F*,1/2,2,2,,T6892c83,L18349c140,
110.0517,0.0002,110.051638,0.000005,90866.39,15000,6.4e+07,D+,977.0498,91843.485,3d6.(5D).4s,a 6D,1/2,3d6.(5D).5p,w 6P*,3/2,2,4,,T6892c83,L18349c140,
110.1526,0.0002,110.152601,0.000005,90783.16,15000,4.5e+07,D+,384.7872,91167.936,3d6.(5D).4s,a 6D,7/2,3d6.(5D).5p,w 6P*,7/2,8,8,,T6892c83,L18349c140,
110.2100,0.0002,110.209816,0.000005,90735.89,12000,,,21430.3564,112166.376,3d6.(3H).4s,a 4H,11/2,3d5.(2H).4s.4p.(3P*),4I*,11/2,12,12,,,L18349c140,
110.2160,0.0002,110.216993,0.000005,90730.93,14000,,,1872.5998,92602.711,3d7,a 4F,9/2,3d6.(3F1).4p,u 2G*,7/2,10,8,,,L18349c140,
110.2383,0.0002,110.238345,0.000005,90712.54,10000,2.3e+07,D,862.6118,91575.149,3d6.(5D).4s,a 6D,3/2,3d6.(5D).5p,w 6P*,5/2,4,6,,T6892c83,L18349c140,
110.2538,0.0002,110.253769,0.000005,90699.81,4000bl(Fe II)*,,,22637.1950,113337.042,3d6.(3F2).4s,b 4F,9/2,3d6.(5D<3>).5f,2[4]*,7/2,10,8,,,L18349c140,
110.2538,0.0002,110.253897,0.000007,90699.81,4000bl(Fe II)*,1.3e+07,D,2430.1369,93129.879,3d7,a 4F,7/2,3d6.(3F1).4p,4D*,7/2,8,8,,T6892c83,L18349c140,
110.3738,0.0002,110.374669,0.000005,90601.20,2000,,,13904.8604,104505.359,3d7,a 4P,1/2,3d5.(2D3).4s.4p.(3P*),4F*,3/2,2,4,,,L18349c140,
110.3938,0.0002,110.393844,0.000005,90584.79,1400,,,21581.6151,112166.376,3d6.(3H).4s,a 4H,9/2,3d5.(2H).4s.4p.(3P*),4I*,11/2,10,12,,,L18349c140,
110.3988,0.0002,110.398803,0.000005,90580.69,600,1.9e+07,D,7955.3186,98536.011,3d6.(5D).4s,a 4D,7/2,3d5.(4D).4s.4p.(3P*),4F*,7/2,8,8,,T6892c83,L18349c140,
110.4247,0.0002,110.424640,0.000005,90559.49,7000,,,1872.5998,92432.098,3d7,a 4F,9/2,3d5.(4D).4s.4p.(3P*),6F*,11/2,10,12,,,L18349c140,
110.4271,0.0002,110.42717,0.00004,90557.46,7000,1.5e+07,D,2837.9807,93395.407,3d7,a 4F,5/2,3d6.(3F1).4p,u 4F*,5/2,6,6,,T6892c83,L18349c140,
110.4321,0.0002,110.430897,0.000005,90553.39,11000bl(Fe II)*,6.e+06,D,1872.5998,92426.967,3d7,a 4F,9/2,3d5.(4G).4s.4p.(3P*),v 4F*,9/2,10,10,,T6892c83,L18349c140,
110.4321,0.0002,110.431944,0.000005,90553.39,11000bl(Fe II)*,,,23317.6351,113871.144,3d5.4s2,a 6S,5/2,3d6.(5D<1>).5f,2[4]*,7/2,6,8,,,L18349c140,
110.4894,0.0002,110.489136,0.000009,90506.41,800,,,8391.9554,98898.591,3d6.(5D).4s,a 4D,5/2,3d6.(1G1).4p,2F*,7/2,6,8,,,L18349c140,
110.4968,0.0002,110.496929,0.000005,90500.36,1600,7.e+06,D,667.6829,91167.936,3d6.(5D).4s,a 6D,5/2,3d6.(5D).5p,w 6P*,7/2,6,8,,T6892c83,L18349c140,
110.5349,0.0002,110.534894,0.000005,90469.19,7000,1.5e+07,D,2430.1369,92899.306,3d7,a 4F,7/2,3d6.(3F1).4p,4D*,5/2,8,6,,T6892c83,L18349c140,
110.5748,0.0002,110.575433,0.000009,90436.50,14000,5.5e+07,D+,7955.3186,98391.320,3d6.(5D).4s,a 4D,7/2,3d5.(4D).4s.4p.(3P*),4D*,7/2,8,8,,T6892c83,L18349c140,
110.5960,0.0002,110.597143,0.000005,90419.18,2100,,,18360.6399,108778.889,3d7,a 2P,3/2,3d5.(2F1).4s.4p.(3P*),4F*,3/2,4,4,,,L18349c140,
110.6199,0.0002,110.620115,0.000005,90399.62,14000,,,21251.5833,111651.055,3d6.(3H).4s,a 4H,13/2,3d5.(4G).4s.(5G).4p,4H*,13/2,14,14,,,L18349c140,
110.6522,0.0002,110.652255,0.000005,90373.22,12000,5.0e+07,D+,13673.2045,104046.419,3d7,a 4P,3/2,3d6.(5D<0>).4f,2[3]*,5/2,4,6,,T6892c83,L18349c140,
110.7071,0.0002,110.706808,0.000005,90328.41,3400,5.e+07,E,20340.2461,110668.928,3d7,a 2H,11/2,3d6.(3H).5p,2H*,11/2,12,12,,T6892c83,L18349c140,
110.7352,0.0002,110.735598,0.000005,90305.49,1700,,,21581.6151,111886.812,3d6.(3H).4s,a 4H,9/2,3d6.(3F2).5p,4G*,11/2,10,12,,,L18349c140,
110.7430,0.0002,110.743087,0.000005,90299.14,9000,1.3e+07,D,1872.5998,92171.690,3d7,a 4F,9/2,3d6.(3F1).4p,u 2G*,9/2,10,10,,T6892c83,L18349c140,
110.8192,0.0002,110.819087,0.000005,90237.11,9000,3.2e+07,D+,13474.4474,103711.610,3d7,a 4P,5/2,3d6.(5D<2>).4f,2[4]*,7/2,6,8,,T6892c83,L18349c140,
110.8391,0.0002,110.839310,0.000005,90220.83,1600,,,21430.3564,111651.055,3d6.(3H).4s,a 4H,11/2,3d5.(4G).4s.(5G).4p,4H*,13/2,12,14,,,L18349c140,
110.8511,0.0002,110.851146,0.000006,90211.07,5000,1.9e+07,D,3117.4877,93328.553,3d7,a 4F,3/2,3d6.(3F1).4p,u 4F*,3/2,4,4,,T6892c83,L18349c140,
110.9072,0.0002,110.907150,0.000005,90165.50,12000,,,21430.3564,111595.869,3d6.(3H).4s,a 4H,11/2,3d6.(3H).5p,4H*,11/2,12,12,,,L18349c140,
110.9715,0.0002,110.971698,0.000005,90113.22,12000,6.0e+07,D+,8391.9554,98505.022,3d6.(5D).4s,a 4D,5/2,3d5.(4D).4s.4p.(3P*),4D*,5/2,6,6,,T6892c83,L18349c140,
111.0005,0.0002,111.000327,0.000020,90089.67,3300,3.6e+07,D,8680.4706,98770.295,3d6.(5D).4s,a 4D,3/2,3d5.(4D).4s.4p.(3P*),4D*,3/2,4,4,,T6892c83,L18349c140,
111.0283,0.0002,111.028017,0.000005,90067.14,1600,,,0.0000,90067.357,3d6.(5D).4s,a 6D,9/2,3d6.(3F1).4p,4G*,9/2,10,10,,,L18349c140,
111.0333,0.0002,111.033162,0.000005,90063.08,10000,,,21581.6151,111644.798,3d6.(3H).4s,a 4H,9/2,3d5.(2H).4s.4p.(3P*),4I*,9/2,10,10,,,L18349c140,
111.0815,0.0002,111.081542,0.000005,90023.98,8000,,,21711.8963,111735.854,3d6.(3H).4s,a 4H,7/2,3d6.(3H).5p,4H*,7/2,8,8,,,L18349c140,
111.0935,0.0002,111.093516,0.000005,90014.24,1100,,,21581.6151,111595.869,3d6.(3H).4s,a 4H,9/2,3d6.(3H).5p,4H*,11/2,10,12,,,L18349c140,
111.1092,0.0002,111.108956,0.000005,90001.54,6000,5.e+06,D,384.7872,90386.533,3d6.(5D).4s,a 6D,7/2,3d6.(5D).5p,6F*,9/2,8,10,,T6892c83,L18349c140,
111.1122,0.0002,111.111896,0.000009,89999.10,8000,1.1e+07,D,8391.9554,98391.320,3d6.(5D).4s,a 4D,5/2,3d5.(4D).4s.4p.(3P*),4D*,7/2,6,8,,T6892c83,L18349c140,
111.1553,0.0002,111.155344,0.000005,89964.21,3200,4.0e+07,D,13904.8604,103869.046,3d7,a 4P,1/2,3d6.(5D<1>).4f,2[2]*,3/2,2,4,,T6892c83,L18349c140,
111.1943,0.0002,111.194010,0.000005,89932.64,2100,,,21711.8963,111644.798,3d6.(3H).4s,a 4H,7/2,3d5.(2H).4s.4p.(3P*),4I*,9/2,8,10,,,L18349c140,
111.2046,0.0002,111.204832,0.000005,89924.34,14000,2.0e+07,D+,0.0000,89924.150,3d6.(5D).4s,a 6D,9/2,3d6.(5D).5p,6F*,11/2,10,12,,T6892c83,L18349c140,
111.2150,0.0002,111.215109,0.000005,89915.95,4000,,,384.7872,90300.628,3d6.(5D).4s,a 6D,7/2,3d6.(5D).5p,6F*,7/2,8,8,,,L18349c140,
111.2207,0.0002,111.220679,0.000005,89911.30,2100,2.1e+07,D,13474.4474,103385.785,3d7,a 4P,5/2,3d6.(5D<3>).4f,2[3]*,7/2,6,8,,T6892c83,L18349c140,
111.2938,0.0002,111.293716,0.000005,89852.27,3300,2.2e+07,D,2430.1369,92282.470,3d7,a 4F,7/2,3d5.(4G).4s.4p.(3P*),v 4F*,7/2,8,8,,T6892c83,L18349c140,
111.3281,0.0002,111.328137,0.000005,89824.57,11000,2.8e+07,D,8680.4706,98505.022,3d6.(5D).4s,a 4D,3/2,3d5.(4D).4s.4p.(3P*),4D*,5/2,4,6,,T6892c83,L18349c140,
111.3336,0.0002,111.333600,0.000005,89820.13,3600,,,667.6829,90487.827,3d6.(5D).4s,a 6D,5/2,3d6.(5D).5p,6F*,5/2,6,6,,,L18349c140,
111.3471,0.0002,111.346658,0.000005,89809.26,1100,3.4e+07,D,2837.9807,92647.591,3d7,a 4F,5/2,3d6.(3F1).4p,4D*,3/2,6,4,,T6892c83,L18349c140,
111.3780,0.0002,111.377198,0.000007,89784.32,2500,,,33466.4943,123251.479,3d6.(1G2).4s,c 2G,9/2,3d6.(3H<5>).4f,2[6]*,11/2,10,12,,,L18349c140,
111.3944,0.0002,111.394020,0.000005,89771.10,2300,4.1e+07,D,13904.8604,103676.286,3d7,a 4P,1/2,3d6.(5D<2>).4f,2[1]*,1/2,2,2,,T6892c83,L18349c140,
111.4032,0.0002,111.403083,0.000005,89764.02,2900bl(Fe II)*,,,13673.2045,103437.327,3d7,a 4P,3/2,3d6.(5D<3>).4f,2[1]*,1/2,4,2,,,L18349c140,
111.4032,0.0002,111.403357,0.000005,89764.02,2900bl(Fe II)*,,,13904.8604,103668.762,3d7,a 4P,1/2,3d6.(5D<2>).4f,2[1]*,3/2,2,4,,,L18349c140,
111.4305,0.0002,111.431100,0.000005,89742.01,2100,,,2430.1369,92171.690,3d7,a 4F,7/2,3d6.(3F1).4p,u 2G*,9/2,8,10,,,L18349c140,
111.5043,0.0002,111.504387,0.000005,89682.60,10000,,,384.7872,90067.357,3d6.(5D).4s,a 6D,7/2,3d6.(3F1).4p,4G*,9/2,8,10,,,L18349c140,
111.5132,0.0002,111.512527,0.000005,89675.47,4000,9.e+06,D,20830.5534,110506.577,3d6.(3P2).4s,b 4P,5/2,3d6.(3P2).5p,4D*,5/2,6,6,,T6892c83,L18349c140,
111.7412,0.0002,111.741926,0.000005,89492.52,1800bl(Fe II)*,9.e+06,D,2837.9807,92329.905,3d7,a 4F,5/2,3d5.(4G).4s.4p.(3P*),v 4F*,5/2,6,6,,T6892c83,L18349c140,
111.7412,0.0002,111.742364,0.000005,89492.52,1800bl(Fe II)*,,,8846.7837,98338.357,3d6.(5D).4s,a 4D,1/2,3d5.(4P).4s.4p.(3P*),4S*,3/2,2,4,,,L18349c140,
111.7480,0.0002,111.748710,0.000005,89487.08,2200,,,13904.8604,103391.352,3d7,a 4P,1/2,3d6.(5D<3>).4f,2[2]*,3/2,2,4,,,L18349c140,
111.7910,0.0002,111.791158,0.000005,89452.62,2800,4.4e+07,D,13673.2045,103125.717,3d7,a 4P,3/2,3d6.(5D<4>).4f,2[1]*,1/2,4,2,,T6892c83,L18349c140,
111.8042,0.0002,111.804192,0.000005,89442.04,6000bl(Fe II)*,,,25428.7893,114870.874,3d6.(3G).4s,a 4G,11/2,3d6.(3G).5p,4G*,11/2,12,12,,,L18349c140,
111.8042,0.0002,111.805244,0.000005,89442.04,6000bl(Fe II)*,5.e+06,D,20805.7632,110247.006,3d7,a 2H,9/2,3d6.(3H).5p,2I*,11/2,10,12,,T6892c83,L18349c140,
111.8113,0.0002,111.811620,0.000005,89436.37,9000,1.9e+07,D,2837.9807,92274.123,3d7,a 4F,5/2,3d6.(3P1).4p,4P*,5/2,6,6,,T6892c83,L18349c140,
111.8882,0.0002,111.887259,0.000005,89374.92,8000,,,18360.6399,107736.321,3d7,a 2P,3/2,3d6.(5D).6p,4F*,3/2,4,4,,,L18349c140,
111.9055,0.0002,111.904872,0.000005,89361.12,6000,,,13673.2045,103034.819,3d7,a 4P,3/2,3d6.(5D<4>).4f,2[2]*,3/2,4,4,,,L18349c140,
111.9197,0.0002,111.920228,0.000006,89349.74,10000,,,8846.7837,98196.137,3d6.(5D).4s,a 4D,1/2,3d5.(4D).4s.4p.(3P*),4F*,3/2,2,4,,,L18349c140,
111.9370,0.0002,111.937111,0.000008,89335.97,5000,5.e+07,D,3117.4877,92453.365,3d7,a 4F,3/2,3d6.(3F1).4p,4D*,1/2,4,2,,T6892c83,L18349c140,
112.0453,0.0002,112.045299,0.000005,89249.59,14000,,,22637.1950,111886.812,3d6.(3F2).4s,b 4F,9/2,3d6.(3F2).5p,4G*,11/2,10,12,,,L18349c140,
112.0559,0.0002,112.055945,0.000005,89241.21,1800,2.9e+07,D,3117.4877,92358.625,3d7,a 4F,3/2,3d5.(4G).4s.4p.(3P*),v 4F*,3/2,4,4,,T6892c83,L18349c140,
112.1967,0.0002,112.197471,0.000005,89129.17,25000,1.9e+08,D+,0.0000,89128.569,3d6.(5D).4s,a 6D,9/2,3d5.(4P).4s.4p.(3P*),6P*,7/2,10,8,,T6892c83,L18349c140,
112.2342,0.0002,112.234827,0.000005,89099.43,3500bl(Fe II)*,,,3117.4877,92216.391,3d7,a 4F,3/2,3d6.(3P1).4p,u 2D*,3/2,4,4,,,L18349c147,
112.2342,0.0002,112.234856,0.000005,89099.43,3500bl(Fe II)*,,,21307.999,110406.879,3d7,a 2D2,3/2,3d6.(3F2).5p,4F*,3/2,4,4,,,L18349c147,
112.2342,0.0002,112.235135,0.000005,89099.43,3500bl(Fe II)*,,,22637.1950,111735.854,3d6.(3F2).4s,b 4F,9/2,3d6.(3H).5p,4H*,7/2,10,8,,,L18349c147,
112.2513,0.0005,112.250247,0.000005,89085.8,600bl(Fe III),,,25428.7893,114515.453,3d6.(3G).4s,a 4G,11/2,3d6.(3G).5p,2H*,11/2,12,12,,,L18349c144,
112.2599,0.0002,112.259810,0.000005,89078.99,500bl(Fe II)*,,,21581.6151,110660.690,3d6.(3H).4s,a 4H,9/2,3d5.(2F1).4s.4p.(3P*),2G*,9/2,10,10,,,L18349c140,
112.2599,0.0002,112.259912,0.000005,89078.99,500bl(Fe II)*,,,23031.2829,112110.277,3d6.(3F2).4s,b 4F,3/2,3d6.(3F2).5p,4G*,5/2,4,6,,,L18349c140,
112.2838,0.0002,112.283246,0.000005,89060.04,24000bl(Fe II)*,,,18886.773,107947.255,3d7,a 2P,1/2,3d6.(5D).6p,4P*,3/2,2,4,,,L18349c140,
112.2838,0.0002,112.284272,0.000005,89060.04,24000bl(Fe II)*,1.8e+08,D+,384.7872,89444.455,3d6.(5D).4s,a 6D,7/2,3d5.(4P).4s.4p.(3P*),6P*,5/2,8,6,,T6892c83,L18349c140,
112.4120,0.0002,112.412260,0.000005,88958.44,23000,1.1e+08,D+,667.6829,89625.951,3d6.(5D).4s,a 6D,5/2,3d5.(4P).4s.4p.(3P*),6P*,3/2,6,4,,T6892c83,L18349c140,
112.4758,0.0002,112.475788,0.000005,88907.99,14000,1.3e+07,D,1872.5998,90780.623,3d7,a 4F,9/2,3d6.(5D).5p,4F*,7/2,10,8,,T6892c83,L18349c140,
112.5442,0.0002,112.544763,0.000005,88853.97,21000,1.0e+08,D+,0.0000,88853.535,3d6.(5D).4s,a 6D,9/2,3d6.(5D).5p,6D*,7/2,10,8,,T6892c83,L18349c140,
112.6417,0.0002,112.642077,0.000005,88777.10,21000,1.3e+08,D+,667.6829,89444.455,3d6.(5D).4s,a 6D,5/2,3d5.(4P).4s.4p.(3P*),6P*,5/2,6,6,,T6892c83,L18349c140,
112.6589,0.0002,112.659124,0.000005,88763.54,21000,1.7e+08,D+,862.6118,89625.951,3d6.(5D).4s,a 6D,3/2,3d5.(4P).4s.4p.(3P*),6P*,3/2,4,4,,T6892c83,L18349c140,
112.6837,0.0002,112.683951,0.000005,88744.00,20000,6.3e+07,D+,384.7872,89128.569,3d6.(5D).4s,a 6D,7/2,3d5.(4P).4s.4p.(3P*),6P*,7/2,8,8,,T6892c83,L18349c140,
112.6952,0.0002,112.695529,0.000005,88734.90,20000,5.5e+07,D+,384.7872,89119.452,3d6.(5D).4s,a 6D,7/2,3d6.(5D).5p,6D*,5/2,8,6,,T6892c83,L18349c140,
112.7099,0.0002,112.709840,0.000005,88723.37,17000,6.e+06,D,0.0000,88723.398,3d6.(5D).4s,a 6D,9/2,3d6.(5D).5p,6D*,9/2,10,10,,T6892c83,L18349c140,
112.7148,0.0002,112.714757,0.000005,88719.50,17000,5.e+07,E,20830.5534,109550.081,3d6.(3P2).4s,b 4P,5/2,3d6.(3P2).5p,4D*,7/2,6,8,,T6892c83,L18349c140,
112.7474,0.0005,112.746522,0.000005,88693.9,1700,1.5e+07,D,21812.0454,110506.577,3d6.(3P2).4s,b 4P,3/2,3d6.(3P2).5p,4D*,5/2,4,6,,T6892c83,L18349c141,
112.7859,0.0002,112.785962,0.000005,88663.58,18000,2.8e+07,D,667.6829,89331.199,3d6.(5D).4s,a 6D,5/2,3d6.(5D).5p,6D*,3/2,6,4,,T6892c83,L18349c140,
112.8041,0.0002,112.804557,0.000005,88649.25,20000,1.4e+08,D+,977.0498,89625.951,3d6.(5D).4s,a 6D,1/2,3d5.(4P).4s.4p.(3P*),6P*,3/2,2,4,,T6892c83,L18349c140,
112.8153,0.0002,112.815338,0.000005,88640.45,13000,1.9e+07,D,2430.1369,91070.566,3d7,a 4F,7/2,3d6.(5D).5p,4F*,5/2,8,6,,T6892c83,L18349c140,
112.8233,0.0002,112.822745,0.000005,88634.21,1900bl(Fe II)*,,,21430.3564,110064.966,3d6.(3H).4s,a 4H,11/2,3d6.(3H).5p,2G*,9/2,12,10,,,L18349c140,
112.8233,0.0002,112.824453,0.000005,88634.21,1900bl(Fe II)*,,,22810.3459,111443.614,3d6.(3F2).4s,b 4F,7/2,3d6.(3F2).5p,2G*,9/2,8,10,,,L18349c140,
112.8556,0.0002,112.855659,0.000005,88608.78,2500,,,862.6118,89471.372,3d6.(5D).4s,a 6D,3/2,3d6.(5D).5p,6D*,1/2,4,2,,,L18349c140,
112.8898,0.0002,112.889952,0.000005,88581.97,18000,6.3e+07,D+,862.6118,89444.455,3d6.(5D).4s,a 6D,3/2,3d5.(4P).4s.4p.(3P*),6P*,5/2,4,6,,T6892c83,L18349c140,
112.9303,0.0002,112.930192,0.000005,88550.21,4000,3.7e+07,E,21430.3564,109980.635,3d6.(3H).4s,a 4H,11/2,3d5.(2H).4s.4p.(3P*),4H*,11/2,12,12,,T6892c83,L18349c140,
112.9621,0.0002,112.962091,0.000005,88525.28,17000bl(Fe II)*,3.6e+07,D+,1872.5998,90397.873,3d7,a 4F,9/2,3d6.(5D).5p,4D*,7/2,10,8,,T6892c83,L18349c140,
112.9621,0.0002,112.962148,0.000005,88525.28,17000bl(Fe II)*,,,26352.7671,114877.996,3d6.(3H).4s,b 2H,9/2,3d6.(3G).5p,2G*,9/2,10,10,,,L18349c140,
112.9765,0.0002,112.976564,0.000005,88513.95,7000,8.e+06,D,1872.5998,90386.533,3d7,a 4F,9/2,3d6.(5D).5p,6F*,9/2,10,10,,T6892c83,L18349c140,
113.0018,0.0005,113.001600,0.000005,88494.2,1700bl(Fe II)*,,,977.0498,89471.372,3d6.(5D).4s,a 6D,1/2,3d6.(5D).5p,6D*,1/2,2,2,,,L18349c141,
113.0018,0.0005,113.002938,0.000005,88494.2,1700bl(Fe II)*,,,21430.3564,109923.631,3d6.(3H).4s,a 4H,11/2,3d6.(3H).5p,2I*,13/2,12,14,,,L18349c141,
113.0351,0.0002,113.034266,0.000005,88468.10,11000bl(Fe II)*,9.e+06,D,384.7872,88853.535,3d6.(5D).4s,a 6D,7/2,3d6.(5D).5p,6D*,7/2,8,8,,T6892c83,L18349c140,
113.0351,0.0002,113.034472,0.000005,88468.10,11000bl(Fe II)*,1.2e+07,D,862.6118,89331.199,3d6.(5D).4s,a 6D,3/2,3d6.(5D).5p,6D*,3/2,4,4,,T6892c83,L18349c140,
113.0442,0.0002,113.044312,0.000005,88460.95,12000,3.1e+07,D+,667.6829,89128.569,3d6.(5D).4s,a 6D,5/2,3d5.(4P).4s.4p.(3P*),6P*,7/2,6,8,,T6892c83,L18349c140,
113.0560,0.0002,113.055964,0.000005,88451.77,6000,1.4e+07,D,667.6829,89119.452,3d6.(5D).4s,a 6D,5/2,3d6.(5D).5p,6D*,5/2,6,6,,T6892c83,L18349c140,
113.0871,0.0005,113.086317,0.000005,88427.4,5000,8.e+06,D,1872.5998,90300.628,3d7,a 4F,9/2,3d6.(5D).5p,6F*,7/2,10,8,,T6892c83,L18349c141,
113.1366,0.0005,113.136358,0.000005,88388.7,1900,,,20340.2461,108729.162,3d7,a 2H,11/2,3d6.(3H).5p,4H*,13/2,12,14,,,L18349c141,
113.1595,0.0002,113.159408,0.000005,88370.81,11000,1.6e+07,D,2837.9807,91208.892,3d7,a 4F,5/2,3d6.(5D).5p,4F*,3/2,6,4,,T6892c83,L18349c140,
113.1628,0.0002,113.162981,0.000005,88368.27,4000,,,21251.5833,109619.704,3d6.(3H).4s,a 4H,13/2,3d6.(3H).5p,4I*,13/2,14,14,,,L18349c140,
113.1849,0.0002,113.185569,0.000005,88350.99,16000,,,2430.1369,90780.623,3d7,a 4F,7/2,3d6.(5D).5p,4F*,7/2,8,8,,,L18349c140,
113.2000,0.0002,113.198927,0.000005,88339.20,5000bl(Fe II)*,,,21251.5833,109591.643,3d6.(3H).4s,a 4H,13/2,3d6.(3H).5p,4I*,15/2,14,16,,,L18349c147,
113.2000,0.0002,113.200268,0.000005,88339.20,5000bl(Fe II)*,4.5e+06,D,1872.5998,90211.613,3d7,a 4F,9/2,3d6.(3F1).4p,4G*,11/2,10,12,,T6892c83,L18349c147,
113.2000,0.0002,113.200784,0.000005,88339.20,5000bl(Fe II)*,7.e+06,D,384.7872,88723.398,3d6.(5D).4s,a 6D,7/2,3d6.(5D).5p,6D*,9/2,8,10,,T6892c83,L18349c147,
113.2437,0.0005,113.243847,0.000005,88305.1,1700,5.e+07,E,21711.8963,110016.915,3d6.(3H).4s,a 4H,7/2,3d6.(3H).5p,4G*,5/2,8,6,,T6892c83,L18349c141,
113.2990,0.0005,113.298526,0.000005,88262.0,3500,,,7955.3186,96217.720,3d6.(5D).4s,a 4D,7/2,3d5.(4P).4s.4p.(3P*),4D*,7/2,8,8,,,L18349c141,
113.3400,0.0002,113.340473,0.000005,88230.12,15000,2.6e+07,D+,384.7872,88614.523,3d6.(5D).4s,a 6D,7/2,3d5.(4P).4s.4p.(3P*),6D*,9/2,8,10,,T6892c83,L18349c140,
113.3662,0.0002,113.365518,0.000005,88209.71,15000bl(Fe II)*,,,2837.9807,91048.225,3d7,a 4F,5/2,3d6.(3P1).5p,4P*,3/2,6,4,,,L18349c140,
113.3662,0.0002,113.366524,0.000005,88209.71,15000bl(Fe II)*,3.1e+07,D+,0.0000,88209.461,3d6.(5D).4s,a 6D,9/2,3d5.(4P).4s.4p.(3P*),6D*,7/2,10,8,,T6892c83,L18349c140,
113.3662,0.0002,113.367520,0.000005,88209.71,15000*,2.9e+07,D,2430.1369,90638.823,3d7,a 4F,7/2,3d6.(5D).5p,4D*,5/2,8,6,,T6892c83,L18349c140,
113.3859,0.0005,113.385425,0.000005,88194.4,5000,,,1872.5998,90067.357,3d7,a 4F,9/2,3d6.(3F1).4p,4G*,9/2,10,10,,,L18349c141,
113.4594,0.0002,113.458323,0.000005,88137.26,11000,,,21711.8963,109849.987,3d6.(3H).4s,a 4H,7/2,3d5.(2H).4s.4p.(3P*),4G*,9/2,8,10,,,L18349c140,
113.5303,0.0002,113.530202,0.000005,88082.21,12000,4.6e+07,D,3117.4877,91199.776,3d7,a 4F,3/2,3d6.(5D).5p,4D*,1/2,4,2,,T6892c83,L18349c140,
